0,Spurs
1,Iceland
2,U21
3,Tottenham
4,Iceland
5,Under-21
6,Emil
7,Hallfredsson
8,White
9,Hart
10,Lane
11,"('Iceland', 'U21')"
12,"('Iceland', 'Under-21')"
13,"('Emil', 'Hallfredsson')"
14,"('White', 'Hart')"
15,"('Hart', 'Lane')"
16,"('White', 'Hart', 'Lane')"
17,FH
18,Hafnarfjordur
19,Uefa
20,Cup
21,Scottish
22,Dunfermline
23,"('FH', 'Hafnarfjordur')"
24,"('Uefa', 'Cup')"
25,Spurs
26,Tottenham
27,Spurs
28,"('Frank', 'Arnesen')"
29,Tottenham
30,Mexicans
31,Juninho
32,Mexican
33,Red
34,Sharks
35,Veracruz
36,Juninho
37,Brazilian
38,Celtic
39,"('Red', 'Sharks')"
40,"('Sharks', 'Veracruz')"
41,"('Red', 'Sharks', 'Veracruz')"
42,Juninho
43,Scottish
44,"('Gustavo', 'Parente', 'Sanchez')"
45,Agent
46,Brazilian
47,"('Brian', 'Hassell')"
48,Sun
49,Juninho
50,Hassell
51,Juninho
52,Celtic
53,January
54,Juninho
55,Middlesbrough
56,"('Aiden', 'McGeady')"
57,Brazil
58,Celtic
59,Hassell
60,"('Martin', ""O'Neill"")"
61,"('Martin', ""O'Neill"")"
62,Juninho
63,Celtic
64,Sanchez
65,Juninho
66,Scottish
67,Hassell
68,Mexico
69,Juninho
70,Spain
71,Veracruz
72,Sanchez
73,Celtic
74,O'Neill
75,Juninho
76,Players
77,Celtic
78,Park
79,"('Celtic', 'Park')"
80,McIlroy
81,AAA
82,Indoor
83,Sheffied
84,Sunday
85,"('James', 'McIlroy')"
86,Larne
87,Welshman
88,"('Jimmy', 'Watkins')"
89,Europeans
90,McIlroy
91,British
92,McIlroy
93,European
94,Indoors
95,Madrid
96,March
97,"('European', 'Indoors')"
98,Meanwhile
99,"('Paul', 'Brizzel')"
100,"('Anna', 'Boyle')"
101,Irish
102,"('Ailis', 'McSweeney')"
103,"('Michelle', 'Carroll')"
104,European
105,Indoor
106,Championships
107,"('David', 'Gillick')"
108,"('European', 'Indoor')"
109,"('Indoor', 'Championships')"
110,"('European', 'Indoor', 'Championships')"
111,Gillick
112,Saturday
113,Irishman
114,European
115,Irish
116,British
117,"('Derval', ""O'Rourke"")"
118,"('Sarah', 'Claxton')"
119,Offaly
120,European
121,Indoor
122,"('James', 'Nolan')"
123,"('Neil', 'Speaight')"
124,"('European', 'Indoor')"
125,"('Colin', 'Costello')"
126,"('Deirdre', 'Ryan')"
127,"('Aoife', 'Byrne')"
128,Lisburn
129,"('Gary', 'Murray')"
130,"('Kelly', 'McNeice', 'Reid')"
131,Meanwhile
132,Saturday
133,Northern
134,Ireland
135,Cross
136,Country
137,Championship
138,Coleraine
139,"('Stephen', 'Cairns')"
140,"('Jill', 'Shannon')"
141,"('Northern', 'Ireland')"
142,"('Ireland', 'Cross')"
143,"('Cross', 'Country')"
144,"('Country', 'Championship')"
145,"('Northern', 'Ireland', 'Cross')"
146,"('Ireland', 'Cross', 'Country')"
147,"('Cross', 'Country', 'Championship')"
148,Cairns
149,"('Paul', 'Rowan')"
